country,year,fatal_pc_km,fatal_mIn,accid_adj_pc_km,p_km,croad_inv_km,croad_maint_km,prop_motorwa,populat,unemploy,petrol_car,alcohol,mot_index_1000,den_populat,cgdp,cgdp_cap,precipit,prop_elder,dps,freight
Sweden,2004,0.631443769,39.55,75.25,2.038858502,11914.46,3.796730401,1.2,6.953066925,7.4,1.73,6.6,458.24,19.95,15.5532396,39826.56,765.23,17.17,0,1.57921178
Sweden,2005,0.608526034,36.62,76.85,2.037346804,10629.03,3.809671472,1.2,6.95479193,7.7,1.74,6.5,460.97,20.03,15.55769964,40078.02,785.28,17.25,0,1.59747579
Sweden,2006,0.615950052,37.36,79.06,2.037983949,11293.19,3.812687465,1.24,6.956540736,7.1,1.74,6.5,464.42,20.11,15.57695147,41726.5,822.08,17.3,0,1.611935625
Sweden,2007,0.614897216,37.75,80.56,2.04626098,7418.21,3.639560194,0.86,6.959673665,6.1,1.75,6.9,467.23,20.25,15.59829795,43513.94,798.25,17.35,0,1.618466492
Sweden,2008,0.568201724,32.23,82.26,2.043244354,8070.77,3.635531999,0.87,6.962981179,6.2,1.72,6.9,465.97,20.41,14.57714698,41130.99,799.4,17.52,0,1.637189422
Sweden,2009,0.532754379,28.3,74.56,2.040997692,7770.51,3.589505031,0.9,6.966439674,8.3,1.64,7.3,464.54,20.57,14.5195655,35737.16,781.49,17.77,0,1.556905269
Sweden,2010,0.445604203,20.66,72.43,2.03746634,8061.19,3.626210984,0.92,6.970378633,8.6,1.65,7.31,464.03,20.76,15.58683476,41347.67,727.41,18.1,0,1.571359393
Sweden,2011,0.499687083,24.96,70.6,2.041511113,9117.21,3.611269663,0.91,6.973846663,7.8,1.59,7.34,467.37,20.93,15.62482849,44769.51,886.74,18.45,0,1.578982843
Sweden,2012,0.445604203,20.46,73.85,2.038898212,10397,3.653930918,0.93,6.976939156,8,1.54,7.23,468.88,21.07,15.6397454,46004.87,897.57,18.82,0,1.537567257
Sweden,2013,0.45331834,20.82,64.19,2.038262407,9453.39,3.690368877,0.95,6.980271324,8,1.52,7.32,470.35,21.24,15.64696217,46418.42,709.46,19.13,0,1.538196578
Sweden,2014,0.432969291,19.6,57.85,2.046651217,8732.57,3.678128523,0.97,6.984296153,7.9,1.53,7.2,475.35,21.43,15.64281063,45553.07,783.29,19.41,0,1.633064273
Sweden,2015,0.436162647,19.9,63.75,2.052693942,8654.28,3.740661855,0.99,6.988886828,7.4,1.51,7.16,478.93,21.66,15.65680707,46549.99,883.78,19.62,0,1.62838893
Sweden,2016,0.418301291,18.78,61.2,2.062581984,9598.77,3.715990816,0.99,6.993481113,6.9,1.54,7.18,483.94,21.89,14.66219099,46634.52,728.12,19.77,0,1.640183192
United Kingdom,1998,0.622214023,34.75,102.65,2.704422938,16125.93,4.138276482,0.85,7.766372666,6.1,1.6,10.14,398.89,234.52,15.33565845,37093.08,1320.33,15.85,1,2.238046103
United Kingdom,1999,0.63447727,36.26,105.06,2.704422938,15788.76,4.168997783,0.85,7.767747039,5.9,1.6,10.16,409.25,235.26,16.16768234,37227.43,1198.24,15.83,1,2.223392092
United Kingdom,2000,0.635483747,36.05,104.49,2.704422938,18289.91,4.226063988,0.86,7.769268347,5.4,1.55,10.82,415.16,236.09,16.16768234,42164.4,1266.71,15.81,1,2.22172713
United Kingdom,2001,0.633468456,36.44,100.44,2.704422938,19219.75,4.222539857,0.86,7.770850407,5,1.5,11.29,425.85,236.95,16.16768234,41969.94,898.24,15.83,1,2.215531818
United Kingdom,2002,0.624282096,36.46,94.83,2.704422938,19961.36,4.217527371,0.86,7.772611861,5.1,1.48,11.31,435.2,237.91,16.16768234,42561.65,1337.91,15.87,1,2.217589215
United Kingdom,2003,0.635483747,37.29,92.41,2.704422938,16355.23,4.182252546,0.85,7.774527148,5,1.45,11.25,441,238.96,16.16768234,40442.72,958.56,15.9,1,2.225671043
United Kingdom,2004,0.602059991,33.77,91.5,2.704422938,15545.75,4.233511371,0.87,7.776655864,4.7,1.42,11.55,452.02,240.14,16.16768234,42611.36,1117.48,15.92,1,2.21391601
United Kingdom,2005,0.607455023,33.8,88.07,2.704422938,17459.88,4.244427799,0.88,7.779466984,4.8,1.4,11.37,457.28,241.69,16.16768234,43558.03,1075.9,15.92,1,2.21029176
United Kingdom,2006,0.59439255,32.53,84.39,2.704422938,18919.87,4.242457195,0.87,7.782618525,5.4,1.41,10.96,455.44,243.46,16.16768234,44466.6,1187.46,15.89,1,2.221362067
United Kingdom,2007,0.57863921,30.8,80.27,2.704422938,18043.5,4.215034207,0.87,7.785851245,5.3,1.41,11.14,458.47,245.27,15.44200916,45306.47,1146.51,15.88,1,2.235503196
United Kingdom,2008,0.523746467,25.3,72.81,2.704422938,16983.54,4.148951061,0.88,7.789380778,5.6,1.36,10.78,457.35,247.28,16.16768234,38123.95,1283.94,15.95,1,2.207634367
United Kingdom,2009,0.480006943,21.55,69.73,2.704422938,18068.05,4.076733991,0.88,7.792688197,7.6,1.32,10.14,455.29,249.17,16.16768234,32281.97,1344.07,16.09,1,2.147799949
United Kingdom,2010,0.481442629,20.92,93.99,2.704422938,17281.14,4.018826526,0.88,7.795950875,7.8,1.3,10.22,454.66,251.04,16.16768234,33302.59,1047.07,16.27,1,2.16935109
United Kingdom,2011,0.482873584,20.87,90.82,2.704422938,14197.46,3.943899932,0.88,7.799495854,8.1,1.28,10.02,451.7,253.1,16.16768234,32502.1,1230.61,16.44,1,2.175308825
United Kingdom,2012,0.44870632,18.43,87.51,2.704422938,13757.82,3.931611931,0.89,7.802740136,7.9,1.26,9.76,452.35,255,15.34222523,34631.85,1248.33,16.77,1,2.181700704
United Kingdom,2013,0.462397998,19.04,84.89,2.704422938,14542.79,3.880062643,0.89,7.80553717,7.5,1.24,9.65,456,256.65,16.16768234,33278.19,1147.29,17.19,1,2.148294097
United Kingdom,2014,0.457881897,19.01,85.76,2.704422938,18629.9,3.835230673,0.89,7.808556677,6.1,1.24,9.69,460.15,258.44,16.16768234,35797.49,1338.07,17.51,1,2.134782529
United Kingdom,2015,0.44870632,18.29,82.61,2.704422938,21525.71,3.875983304,0.89,7.811932709,5.3,1.23,9.82,466.44,260.3775,16.16768234,40682.07,1401.7,17.75,1,2.179264464
United Kingdom,2016,0.456366033,19,81.46,2.704422938,20128.35,3.770065153,0.89,7.815438572,4.8,1.23,9.81,471.87,260.3775,16.16768234,36868.23,1116.23,17.91,1,2.193235942
